userId,gameId,rating,timestamp
1,214,5,262144973
1,234,4,341298934
1,236,2,265220607
1,262,3,290021938
1,318,3,231741146
1,369,2,322497612
1,451,4,229080362
2,74,5,342198322
2,96,2,265070886
2,282,1,305883627
3,109,2,186093919
3,181,5,337190042
3,199,3,283927179
3,247,3,302440360
3,301,5,320629615
3,306,4,326021854
3,425,3,289810258
4,67,5,334792726
4,93,1,302417895
4,227,3,332617708
4,262,1,288906139
4,264,5,255343934
4,318,3,312766888
4,366,4,282864309
4,454,4,272274284
5,18,3,315112991
5,20,5,342278425
5,140,4,229157589
5,169,3,244289335
5,214,1,280868425
5,442,1,221572956
6,133,4,173314670
6,188,2,285363025
6,334,2,333900739
6,399,5,279353236
6,472,4,237284024
7,96,3,283013804
7,160,5,286094566
7,238,1,193514333
7,295,4,277614959
7,319,2,323406684
7,335,5,190261823
8,18,2,136711312
8,33,3,264931180
8,241,4,211384234
8,300,1,210738112
8,354,3,204912208
8,399,4,237698374
8,415,4,226200657
9,15,1,328139658
9,106,3,175715170
9,108,3,345409914
9,137,1,189555356
9,316,4,239894715
9,362,4,314796350
9,458,3,251822684
10,140,5,253646227
10,214,2,242685439
10,216,3,249911545
10,280,3,197042571
10,290,1,197323129
10,318,1,297365575
10,332,5,341199749
10,403,5,239699993
11,59,3,330565848
11,77,5,189191532
11,157,3,241728658
11,222,3,211502680
11,400,1,223630025
12,22,4,209299610
12,159,5,309240680
12,191,3,252315170
12,338,1,339735595
12,430,4,243133245
13,63,5,201385208
13,64,1,245518538
13,94,3,265176249
13,151,5,274073014
13,209,1,326575259
13,284,4,296812292
13,403,1,249215367
14,6,1,167152317
14,73,2,201678827
14,90,4,220018397
14,226,2,240603658
14,290,2,339205393
14,295,2,312949729
14,380,1,241701931
14,447,2,332038046
14,482,3,321751419
14,483,1,230476873
15,15,2,177344148
15,55,4,281338672
15,84,2,344403853
15,145,3,189158484
15,174,1,220884914
15,215,1,303714510
15,262,3,220800161
15,326,3,194648647
15,411,5,313197658
16,29,4,344961907
16,36,5,241813444
16,133,1,292527862
16,157,5,307246112
16,197,4,328663206
16,272,5,221405687
16,367,4,314345317
16,376,1,255800969
16,384,5,258826483
16,422,3,327317798
16,429,1,283594161
16,429,3,236541965
16,485,1,246487842
17,27,2,241760708
17,107,2,339763809
17,195,5,243323469
17,215,4,265286099
17,325,2,338537263
17,366,3,277032702
17,480,2,253675210
18,108,3,270789945
18,193,4,336574207
18,351,2,205035979
18,397,4,203193863
19,56,1,211671149
19,160,3,344082143
19,168,2,343215632
19,193,2,243856907
19,229,1,249778531
19,262,1,205870221
19,302,5,288393586
19,336,4,245394171
19,356,5,333570552
19,410,2,315972346
19,423,1,228331260
19,478,4,228865185
20,12,5,235067386
20,25,2,326042942
20,151,2,334076795
20,193,1,245359762
20,215,5,288621021
20,234,4,287109295
20,238,2,284490275
20,294,3,258642294
20,318,4,240398077
20,396,3,324540906
20,477,2,344294493
21,40,5,283972828
21,64,1,230820593
21,256,4,200210049
21,345,2,295198611
22,14,1,187006528
22,69,4,332150294
22,81,5,325979847
22,92,3,344422125
22,157,2,296136036
22,257,1,335059949
22,288,2,189836497
22,360,3,194070243
22,482,2,298620954
23,28,1,221708178
23,40,4,177746179
23,61,5,159750915
23,111,5,229405108
23,216,1,262647030
23,224,4,214265496
23,400,1,325666093
23,415,3,244240196
23,484,2,242147596
24,120,1,344326877
24,146,1,242498701
24,181,4,319781456
24,407,3,299087501
24,465,3,327036402
25,110,3,321664187
25,180,1,299245174
25,203,3,344711916
25,251,3,294507088
25,295,2,281633926
25,382,3,302169161
25,443,2,233541715
25,463,5,337804707
26,35,5,257242652
26,169,2,193469721
26,263,2,322325461
26,405,5,189893999
26,408,4,298979868
26,418,2,226003759
26,425,3,315683453
26,473,1,265209184
27,123,3,314928553
27,276,5,346834450
27,478,3,298997204
28,15,5,288441845
28,92,3,298222145
28,125,1,252532901
28,165,2,279816424
28,195,5,266022252
28,272,5,268388259
28,298,1,228916054
28,311,5,260060917
28,371,1,203851153
29,55,3,214453959
29,161,3,341788787
29,168,2,191623125
29,172,5,323776593
29,240,2,325497023
29,240,1,267809214
29,297,1,340963674
29,376,5,287985714
29,433,2,332854213
29,493,1,340451165
30,20,1,309501153
30,60,5,226286151
30,144,3,182456449
30,162,1,238614802
30,193,2,335404955
30,234,4,267402804
30,256,1,342107493
30,262,2,278502241
30,310,2,340166319
30,427,3,313792205
30,468,3,255171689
30,495,4,230078860
31,187,2,345446323
31,237,2,235164231
31,295,3,261533760
31,356,4,250717018
31,432,3,297644652
32,14,1,208206930
32,57,4,325064314
32,99,5,185703768
32,126,2,310461225
32,429,4,234825605
32,460,2,260638711
32,471,4,254446404
33,5,5,143527828
33,7,4,182246025
33,107,4,199278832
33,239,1,221544377
33,274,3,255639843
33,279,3,306120814
33,285,5,321539720
33,301,3,284236019
33,366,4,259144720
33,436,5,240371910
33,475,5,272576172
34,16,2,169125614
34,76,2,159306166
34,91,4,287176292
34,297,1,224970719
34,362,1,339712397
35,160,3,307045675
35,234,5,339595218
35,278,3,310816176
35,288,4,303518183
35,447,5,223007106
36,29,4,295318515
36,96,5,346173780
36,187,1,215382930
36,242,4,230140523
36,244,4,225282486
36,365,1,223995488
36,399,5,216422602
36,485,3,269795925
37,70,4,244125114
37,125,5,211733069
37,235,1,252731735
37,236,2,231144725
37,295,3,196641925
37,386,5,311296449
37,402,2,313570564
37,488,1,264169350
38,40,3,157976686
38,429,4,327445760
38,491,1,240115442
39,22,1,231035327
39,54,3,330937096
39,145,1,343249227
39,315,2,233583267
39,451,5,291620830
40,189,2,241771086
40,271,5,203273807
40,438,1,241144637
41,31,2,194985291
41,80,5,219032992
41,180,5,216482404
41,206,1,319790022
42,16,3,329228887
42,69,2,204410781
42,202,4,209137276
42,230,5,345643220
42,412,2,288759523
42,467,3,291519338
43,128,5,253939022
43,230,5,340431425
43,342,3,340294534
43,409,1,316958961
44,34,4,256704783
44,76,3,178699589
44,115,5,307080452
44,159,3,247766886
44,162,4,278451206
44,197,1,253713979
44,239,5,240006113
44,286,2,213822086
44,294,3,289711164
44,436,3,312053913
44,460,1,293232786
45,172,4,194058004
45,172,2,258791562
45,227,5,234981069
45,381,1,269875983
45,403,4,226287283
46,10,1,191113954
46,63,5,309404830
46,79,3,283006308
46,119,4,269810621
46,209,5,276851053
46,307,3,236474716
46,354,4,249251600
46,364,1,234648833
46,397,4,196748868
46,443,1,225063570
47,81,2,338177463
47,146,5,228574833
47,173,1,264961004
47,326,5,323683973
47,406,3,318827106
47,445,4,286664024
47,500,3,335313380
48,118,5,324784764
48,124,4,193296683
48,204,1,313113441
48,210,4,324844232
49,18,3,271001329
49,231,2,319475334
49,404,5,319508922
49,418,2,190331685
49,461,5,240506292
49,473,4,289238586
49,487,2,313242388
50,39,4,188058317
50,88,5,301144563
50,118,5,176061535
50,123,4,284061187
50,126,3,220705694
50,287,5,342951521
50,307,1,225368318
50,357,1,325540995
50,391,2,204830609
50,433,2,292445558
51,6,2,244574140
51,49,4,297242274
51,138,5,259828295
51,180,1,295618294
51,238,4,310701007
51,259,5,289620477
51,284,3,273247592
51,310,3,282110073
51,362,5,263584164
51,456,5,238307387
51,466,4,255338403
51,493,4,235667847
52,14,4,336673908
52,58,4,171932132
52,97,2,305851935
52,268,4,304041049
52,279,3,199416917
52,342,2,222467962
52,417,1,264512318
52,475,2,258143363
52,496,4,261264935
53,1,4,296536462
53,59,1,231707028
53,105,5,176699733
53,126,4,324107754
53,302,1,230820032
53,344,4,213331826
53,492,1,324349113
54,22,1,316454979
54,44,1,306717204
54,44,3,336045304
54,67,5,195085542
54,110,5,303164030
54,153,2,208316678
54,175,4,213049663
54,299,5,285605323
54,404,4,292395708
54,433,2,254574907
54,449,2,338239199
55,78,4,197627811
55,88,3,292187763
55,238,1,270489395
55,246,1,239890376
55,405,5,304274252
55,433,1,244793550
55,442,1,246919678
55,470,2,263289540
55,497,3,327224050
56,34,5,342822770
56,49,1,301520076
56,103,4,300344691
56,144,2,201389824
56,158,4,293878431
56,259,5,307563144
56,260,3,264726203
56,269,4,207728883
56,340,5,271304896
56,384,4,224341479
56,487,5,246439955
57,18,3,271707535
57,197,1,330420084
57,211,3,258411476
57,313,2,343361112
57,315,3,240914464
57,330,1,316480733
57,342,2,330511222
57,446,4,256883353
58,50,4,344401035
58,229,5,279634162
58,284,2,260942970
58,294,3,326007339
58,321,3,339513865
58,443,3,229510675
59,233,4,221351112
59,334,4,211073236
59,425,1,322239942
59,454,4,300674626
60,113,2,265163680
60,114,4,343918724
60,233,2,258495409
61,12,1,241991798
61,73,5,323639398
61,104,4,277100510
61,224,2,311037382
61,230,5,297218365
61,359,1,331656024
62,141,1,239074229
62,189,4,193701627
62,219,4,235224174
62,225,2,202168618
62,257,1,199925778
62,313,5,233025828
62,317,5,250897048
62,373,5,227247509
62,438,5,264478157
62,445,1,340991239
62,451,1,334112374
63,15,1,346381313
63,84,3,310273025
63,98,4,242811738
63,99,4,266787597
63,294,2,283068959
63,423,2,283883480
63,443,5,323957701
63,459,4,251320731
64,68,3,185957032
64,122,4,338257178
64,129,3,194724262
64,164,4,259709668
64,213,3,247275269
64,213,1,201311379
64,216,1,335577470
64,270,3,342686831
64,348,1,344457171
64,406,3,202162034
64,490,3,273968063
65,12,5,140946941
65,50,3,287904192
65,135,3,197133906
65,137,5,332884519
65,159,2,268481261
65,259,5,265006266
65,356,2,339955397
65,369,3,236795319
65,400,3,210758409
65,430,4,339546918
65,432,1,227073134
65,459,1,302725880
66,3,2,149609834
66,28,4,279591287
66,148,1,257887708
66,212,4,297632832
67,182,2,284764625
67,221,5,315929296
67,226,3,346745602
67,235,4,242039969
67,332,2,245716679
67,352,1,281898856
67,419,2,284247341
67,423,2,277607839
68,48,2,197543616
68,61,2,277764860
68,119,5,327330363
68,126,4,160476153
68,265,3,211285495
68,318,1,263337037
68,380,1,292247017
68,437,1,312606137
69,24,5,259580294
69,79,1,308597586
69,123,1,177789671
69,256,2,261051185
69,328,2,302525245
69,381,5,269553308
69,416,5,286108074
69,463,3,227002008
70,27,3,279591314
70,35,4,185392940
70,284,1,216348192
70,298,5,206856372
70,339,2,326566606
70,369,5,204963092
70,382,3,319334300
71,21,2,229949038
71,235,1,201818197
71,283,3,218264995
71,333,5,203734833
71,381,1,217944312
71,479,2,240077469
72,11,2,312436114
72,38,5,345734406
72,113,3,253828665
72,266,4,339510357
72,367,3,338160742
72,382,2,200950577
72,432,3,343837591
72,442,2,302553659
73,5,2,146999688
73,7,4,302602842
73,128,3,278279162
73,154,3,253617998
73,197,5,278579065
73,290,1,206663967
73,290,1,337564447
73,468,4,241516820
74,4,1,273266770
74,330,2,340732033
74,427,1,241929182
74,480,5,341532029
75,91,4,337163861
75,126,1,320548536
75,259,2,293565379
75,296,5,318571022
75,357,1,253453859
75,369,4,331011639
76,149,5,318537605
76,248,2,250398851
76,251,5,327712338
76,286,4,255191675
76,430,4,265311501
76,437,5,293424361
76,485,3,237435352
77,6,2,294706413
77,19,3,168229168
77,118,1,195228766
77,189,2,297907786
77,268,3,288356870
77,332,5,222941341
77,364,2,197486067
77,495,2,282376725
78,50,1,343216641
78,80,4,227996808
78,111,5,332335889
78,112,3,189351196
78,183,2,346328356
78,258,4,320057002
78,269,4,278338562
78,327,1,341349257
78,395,5,205497519
79,7,2,224652513
79,42,5,212638686
79,79,1,273176667
79,81,5,235358483
79,163,5,216993998
79,189,2,249796904
79,347,3,225655826
79,360,1,230322269
79,399,2,235560598
79,444,3,251492035
79,471,5,314806173
80,248,1,251191723
80,275,5,203178693
80,276,5,343926622
80,377,2,194906605
80,455,3,238798930
81,19,5,184642313
81,48,5,159172468
81,95,5,229258812
81,132,1,321434058
81,176,3,199412763
81,212,2,289634741
81,259,4,342984218
81,275,2,342887429
81,350,5,225043382
81,418,3,225593332
82,35,5,265369725
82,173,3,285624577
82,310,5,302346098
82,341,3,267287525
83,282,4,345405122
83,391,3,286933111
83,400,2,326721475
83,446,4,300162185
83,453,4,280480265
84,127,3,310925449
84,138,5,168773624
84,162,4,278420849
84,254,2,244313628
84,272,2,335133873
84,355,3,322844711
84,411,5,346933059
84,463,5,317878308
85,75,2,191910716
85,208,5,257253006
85,240,2,337684653
85,318,4,315980773
85,399,5,275560702
85,411,2,251503243
85,431,4,323049743
86,170,4,318980180
86,187,1,320155893
86,388,5,296520891
86,410,2,302289736
86,430,1,248893274
86,468,2,319205272
86,470,5,302546635
87,327,1,268957911
87,334,2,308318141
87,446,1,302175087
87,478,2,238516681
87,497,5,303425179
88,43,2,334338432
88,155,3,312051174
88,312,2,311395398
88,370,1,300733639
88,396,5,340219315
88,461,2,305063947
89,31,2,272025919
89,82,3,272084323
89,184,4,243927129
89,241,3,210636049
89,412,5,208840821
89,459,2,309650140
89,468,5,288586438
89,489,1,332321523
90,62,4,245377780
90,263,5,308106957
90,269,1,264627114
90,326,4,282982107
91,14,3,294936975
91,34,1,170436291
91,384,4,216975510
91,405,5,271133854
91,488,2,258960618
92,65,2,240889647
92,92,5,212222581
92,141,2,169292505
92,157,2,282572965
93,90,5,312014186
93,153,5,340535561
93,165,2,255131949
93,355,4,268630946
94,24,5,272420056
94,177,2,269609644
94,183,5,190855036
94,273,5,260826232
94,298,3,222322901
94,462,1,240362843
95,96,5,213898288
95,185,5,252209546
95,185,5,242703924
95,225,3,314210009
95,433,4,323841629
95,452,2,236152327
96,138,5,299307521
96,321,4,222127879
96,463,1,324393945
97,23,5,169457244
97,148,3,324574266
97,247,2,254191342
97,410,2,197565380
98,224,4,250233203
98,344,3,290578940
98,363,3,214150381
99,45,5,194959772
99,165,2,277570940
99,179,3,275737132
99,295,3,240701677
99,352,2,301521565
100,27,5,179450443
100,70,1,341773083
100,173,2,329371280
100,177,2,258822188
100,216,4,257649232
100,342,5,234228340
100,422,4,346120673
100,425,2,272989099
4,332,4,
4,332,3,1655638747
4,404,4,1655656050
4,364,5,1655656638
4,364, 1,1655656687
4,364, 0,1655656691
4,364, 0,1655656694
4,364, 0,1655656697
4,367, 5,1655661531
